user_session,actual_purchase,purchase_probability,predicted_purchase
001928f2-e689-446a-a5d8-27d8e1018a1c,0,0.05223265742483275,0
0020f3c3-71cd-4d8f-8a1e-e559f7979a4d,0,0.04951464072694305,0
0029707a-c11a-4c1d-aaec-f27a882eb458,0,0.04818876874766714,0
00399d10-e0d3-4d17-9760-30c42851777c,0,0.23024765840065692,1
003e20f1-1013-407c-9931-0250934600bd,0,0.04298400010878415,0
004217bc-db01-4503-a6cf-e00a2ea732ae,0,0.0744944485762185,0
004d723e-d728-4b4d-b339-aa3c40a2a58f,0,0.04570535397014041,0
004fe779-5fdd-446c-9cd1-b7557061bbc6,0,0.04517548133080402,0
0061c89b-caa1-420c-a8c2-2a7f03457bef,0,0.043650537888610313,0
006d2e99-7346-4240-b445-2d9cc21ffdfe,0,0.056873750103180194,0
006dc695-d6c7-41b8-8e9f-b5bb7e3474e7,0,0.04357389575801363,0
006dce96-1149-4b19-bfcf-075ebf11c70f,0,0.055391144856679904,0
0073059b-8a52-4338-a777-201ea4bc72c1,0,0.051049807954123096,0
00738a8d-137e-4bfa-9005-8a8b3a8dff6e,0,0.09868784252618985,0
007a0ceb-2481-4cd9-ab8b-2fdec00cf65a,0,0.04314837221834656,0
00819f25-1999-4a2f-b2ed-54fbab44887f,0,0.041709353091316806,0
0083c34e-900e-4529-81e0-8001c41db3b5,0,0.047695052274647536,0
0086fa6d-8ccc-47c8-9062-dce47f94f28a,0,0.050033598258770476,0
009a67f1-c368-4a3d-ba46-31114a47ad6a,0,0.0563868589672746,0
009b8f45-b950-496a-b051-ce71044fecf7,0,0.059495424175050236,0
00a0f1ab-3c62-4c63-8ab7-6db822400230,0,0.04739890544895483,0
00a244b3-a214-43ff-ab9c-edaf3beede68,0,0.0439899613388491,0
00a541a0-d091-405e-b03e-f8a7d32f17c5,0,0.04211870101110648,0
00b40817-743c-4d7c-861e-548ddee06a8f,0,0.04700365834901529,0
00b41acb-7228-4676-b111-2026dd23504d,0,0.04807500850581716,0
00bc26a2-0af0-4812-9ff2-d23dd49fef32,0,0.05446471784686883,0
00c76d6d-edca-4fd4-91e3-7d0a8b2e6899,0,0.04599925473774637,0
00cc9b56-b6f1-49ad-8bf6-858c9fd36f18,0,0.04245757875674202,0
00df1cbd-549c-4d1b-becf-76339be39f33,0,0.04962783794852235,0
00e0d2ae-f448-4f75-9ace-0cf968fb2bb8,0,0.04643614930482859,0
00e18533-970c-46eb-912a-1d23e2028245,0,0.047474335045472306,0
00e26dc1-3596-4c63-b176-68c85d014394,0,0.044298197061129654,0
00f97ee9-5779-40a1-b09b-b6a0c786a2c6,0,0.13968318569823518,1
01028e17-034a-40e7-9e93-d6cbf924c3fa,0,0.1130360105054272,1
0102950c-2844-4206-ae7e-0db02efeef24,0,0.04917347515837661,0
010bf326-d3ec-4013-8d23-40d634fc75a9,0,0.06173992559906679,0
010f6005-cb1c-4a7e-b0cc-7e8018abb1f1,0,0.4759636696257142,1
01136aa4-e634-4880-b283-d40ae3c5214d,0,0.04561928116760725,0
0115b98e-6fc4-435c-ad6e-8e2807953218,0,0.060395288138937714,0
011d0c30-22f3-438b-b838-6187a3e5761b,0,0.04622180824677717,0
011df397-462e-423f-9cb3-87af1c50103a,0,0.055430731626668596,0
012c56b8-40a6-41b3-a0c7-7f6d736f5fbe,0,0.26907493980549535,1
012c798a-a30c-4a7a-bbad-c9e3e8f5a5db,1,0.25104671198590717,1
012f8848-65a5-41b2-a49e-623cf0d69654,0,0.04224058723525103,0
0133ae7d-47f0-4863-9f5a-ebe691a71b77,0,0.04536045058602929,0
013b244b-c044-45b0-9e51-03d7145db6ad,0,0.04510232452264449,0
013b8150-88e7-46cd-8a59-9b332cafbd9e,0,0.04791175793459286,0
013f4919-79ec-4161-8bc4-139559dad938,0,0.05231897458905643,0
01461e68-2a1b-49fd-b6e9-fab99d8cec1a,0,0.045701955082104555,0
0149e57d-04f0-47f2-a617-ce4a87b46f19,0,0.1116226859192398,1
0153b53c-8509-4030-901c-964fb5529464,0,0.05372152233924384,0
01598818-fe93-4c10-9e11-b9e85bf83d5c,0,0.04403168767179992,0
01606a67-9fca-4bc2-a899-1525f5d2a019,0,0.049025845566021936,0
016940ab-69a0-4396-b972-a24bdb28cea1,0,0.04244831361326412,0
016b5b86-714c-4063-a2d2-1209fce030ba,0,0.05056111994798508,0
017c5e94-c27a-4bbf-a2de-4e5924a53c2d,0,0.10551740587188523,1
017f92c8-6281-4d19-a534-9432fb065124,0,0.04476515806024002,0
0182b386-f17e-4816-9ddd-d3de0591a85a,1,0.1630434172020684,1
01869c97-19fd-4d35-9904-74fb5bc56f19,0,0.044317780837030044,0
018fbcd9-58a0-4543-bff9-7a0f0d0b6156,0,0.04911872547704402,0
01951a03-9d03-4f4c-abac-c24ea50bc8a1,0,0.4416916216901841,1
01a4d4a8-9c5f-417c-b8d1-4dc6b1926940,0,0.04668972035961426,0
01ac9323-80ac-4bf0-932c-67b161d18eeb,0,0.05271248160772342,0
01bcc337-1842-4021-b95e-ba01cb56a47c,0,0.046159946349132744,0
01c28ace-9438-4c6a-80ad-53cef90dfecf,0,0.05058069769757141,0
01c298ff-a346-4521-acde-428fe4caf539,0,0.0476684019841277,0
01c46c28-1232-46a7-9594-51d4e7a8e9f5,0,0.08795493752170269,0
01c55b0b-cb42-42ac-8eaf-2a6fdbe41f0e,0,0.05671254132198858,0
01cd3a03-1fc7-4914-868d-9a985ab4013d,0,0.040520557190707136,0
01d11e04-d9c8-4f2c-bbcd-740d5e74a795,0,0.0494895182266532,0
01d9b508-1e1d-4ca8-8403-d7962eaf34b6,1,0.6642237603057907,1
01d9c431-227e-4226-b2f6-3811878fb0de,0,0.04334321814386741,0
01e482c2-2e5d-4d49-a638-25606356359b,0,0.07664565688452585,0
01e4a7de-d8b2-46bd-a87a-c37225354e5a,0,0.04443494790126256,0
01e559fc-f6e7-4849-a058-a0d108f2ae22,0,0.16061394637684434,1
01eefe75-3ddc-49c4-bcfa-915f6fe2e8f1,0,0.050070933896371836,0
02015270-a72f-4521-990c-22c28f018215,1,0.057711194081701334,0
02090f36-72f3-40f7-872a-a0c83a9e2a02,0,0.04192019786817116,0
020b02a0-ce1c-4ab1-9ae8-29ddd99d4f82,0,0.051428083231804124,0
02135b0c-a731-42e6-bd77-67da1e24b2f5,0,0.04352189530760013,0
021a5aa0-953b-4c03-8e05-13628d211ad6,0,0.04798553842581876,0
021c155d-0484-4aea-9589-56ff4cb8a6e4,1,0.8445702824948481,1
02430717-f79d-43c6-a2ba-f027d37fd65d,0,0.0429292249321993,0
02496eed-b0da-44a6-9ed4-041c9d56276c,0,0.04569628644348031,0
02512329-da54-4a4d-a0db-bd25bde50e31,0,0.04504606672426205,0
025c4394-1d84-471b-9b3c-6b250c4a0923,0,0.04989035144762124,0
026276b2-f6ce-47a4-9fc6-5444fc91489b,0,0.051359118359113026,0
026bb990-fd50-46e4-9258-3db4b5b1e31e,0,0.05143105113338799,0
026c737c-d069-449b-89d3-75d53a7cf7f7,0,0.04219784510906076,0
026c99aa-7c82-42cf-833c-5a4262816e98,0,0.04554670113105533,0
026f9331-3a1a-48fc-b7b0-85010b4a08de,0,0.04996292753288875,0
0279798f-279d-4e28-9b12-ea1ed3e07f44,0,0.044659466233862924,0
027bfb63-fab7-41f7-acd9-475ff6b6bfbf,0,0.05658831659560475,0
0282c875-832f-49fb-888d-0094fad7990a,0,0.06496998558216725,0
0285e268-939c-4abd-a8a0-7fb6d6c37ec1,0,0.0457963377849606,0
028dd634-7985-454c-86cd-82899ce9ef9d,1,0.09160122378793016,0
028e6d06-cc11-43e6-8709-462c70702dbf,0,0.042550461158199805,0
02932bca-4959-4df2-9f7c-0ea5696dc37a,0,0.04402715521689037,0
029b11f3-4aeb-48cb-9611-5266044b4064,0,0.045810769724354085,0
029c4e04-5ec1-4d53-ac12-2627e1c2f892,1,0.0563334333574151,0
029e166a-af78-4dd4-9bf6-780dc9c97498,0,0.0681874544648096,0
02bbe799-dc61-44c9-a745-79f1eb80d732,0,0.05873823470558811,0
02bd264e-c240-4b36-b569-77fb6a5e9d5e,0,0.07860802371725552,0
02c8f0a9-ec64-447b-940f-0790d5b39e52,0,0.04458447050224463,0
02ca2027-a7d6-4de5-aede-7d97e35d7ad9,0,0.04343481723771994,0
02dd906a-b54a-4cf9-b363-34b06ea890d0,0,0.05069143639708122,0
02f24adf-a95a-4400-a89c-bccbfec73657,1,0.8271831283583959,1
02fcc2ef-1c6a-4043-baf1-d4efec00d635,0,0.05008449723966093,0
02fe5ba4-844b-4852-a9c8-a5caaa588f55,0,0.04634460681586904,0
03098845-b534-454b-82a6-dc15d47e9207,0,0.04422355794239677,0
0311da4d-9100-43bf-ba08-024aa5c12c1d,0,0.07734322202870926,0
031874fc-7ea9-4a75-a4a3-52432eade4e0,0,0.04663969620982406,0
031f17d4-eaaf-420d-aa18-72ecb76336c8,0,0.07590207720723018,0
032adf51-a9b6-4b68-88a5-933735910cdb,0,0.04423884894757411,0
