user_session,product_id,category_code,brand,price,candidate_source,base_relevance_score,is_ground_truth_target,purchase_probability,predicted_purchase,trust_score,suspiciousness_score,risk_level,trust_category,scoring_status,trust_aware_score,purchase_only_score,hard_filter_score,popularity_score,rank,model_name
003e20f1-1013-407c-9931-0250934600bd,26402365,unknown,lucente,103.73,in_session,0.8,0,0.0429840001087841,0,0.75,0.25,Medium,Insufficient Evidence,insufficient_evidence_fallback,0.4693428000489528,0.8343872000870273,0.8343872000870273,0.046307151230936,1,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,26400764,unknown,lucente,116.09,in_session,0.8,1,0.0429840001087841,0,0.75,0.25,Medium,Insufficient Evidence,insufficient_evidence_fallback,0.4693428000489528,0.8343872000870273,0.8343872000870273,0.0193434935521631,2,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,26400193,unknown,unknown,245.31,in_session,0.8,0,0.0429840001087841,0,0.5,0.5,Medium,Unknown Brand,unbranded_fallback,0.3128952000326352,0.8343872000870273,0.8343872000870273,0.0389800703399651,3,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,1004856,electronics.smartphone,samsung,130.76,category_affinity,0.5999999999998826,0,0.0429840001087841,0,0.4960472114380608,0.5039527885619391,Medium,Medium Trust,scored,0.2328161871727688,0.625790400065148,0.625790400065148,0.9999999999997068,4,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,3900535,appliances.environment.water_heater,electrolux,102.94,category_affinity,0.201758499413833,0,0.0429840001087841,0,0.9064920232920188,0.0935079767079813,Low,High Trust,scored,0.19075392031542754,0.2104308867745853,0.2104308867745853,0.0043962485345825,5,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,3900930,appliances.environment.water_heater,teploross,90.32,category_affinity,0.20117233294255532,0,0.0429840001087841,0,0.8856154922726714,0.1143845077273286,Low,High Trust,scored,0.18581942149942346,0.20981952452364244,0.20981952452364244,0.0029308323563883,6,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,3900739,appliances.environment.water_heater,haier,64.33,category_affinity,0.20211019929659962,0,0.0429840001087841,0,0.8223468487455989,0.177653151254401,Low,High Trust,scored,0.17334882771012508,0.21079770412515103,0.21079770412515103,0.005275498241499,7,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,3900746,appliances.environment.water_heater,haier,102.38,category_affinity,0.2019929660023441,0,0.0429840001087841,0,0.8223468487455989,0.177653151254401,Low,High Trust,scored,0.1732482773460241,0.21067543167496244,0.21067543167496244,0.0049824150058602,8,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,3900663,appliances.environment.water_heater,thermex,110.48,category_affinity,0.20386869871043262,0,0.0429840001087841,0,0.7392021612590782,0.2607978387409218,Low,High Trust,scored,0.15717787936939082,0.2126317908779795,0.2126317908779795,0.0096717467760815,9,Trust-Aware (Proposed)
003e20f1-1013-407c-9931-0250934600bd,3900702,appliances.environment.water_heater,thermex,115.75,category_affinity,0.2019929660023441,0,0.0429840001087841,0,0.7392021612590782,0.2607978387409218,Low,High Trust,scored,0.1557317344183215,0.21067543167496244,0.21067543167496244,0.0049824150058602,10,Trust-Aware (Proposed)
